"Readout","increase","decrease","convex","concave","sample_id","sample_name","botanical_group","botanical_form","supplier","sample_lot","stock_form","stock_solution_mg/ml"
"ar-mda-kb2-luc-agonist-p1_via",0.0353211757438048,1,1,0.186396721439488,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"ar-mda-kb2-luc-antagonist-p1_luc",0.615203062566241,1,1,0.615203062566241,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"ar-mda-kb2-luc-antagonist-p1_via",0.297485569875069,0.928595975179828,0.928595975179828,0.647046634699711,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"are-bla-p1_ch1",0.432815039183996,0.945913250442447,0.945913250442447,0.000847375038763562,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"are-bla-p1_ch2",0.31602755681793,1,1,0.138907053850585,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"are-bla-p1_ratio",0.471513792290869,1,0.384506920561717,1,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"are-bla-p1_via",1,1,1,0.226386806605551,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"aromatase-er-agonist-p1_luc",0.52299168644146,1,1,0.101326464448993,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"aromatase-er-agonist-p1_via",0.0729895422305807,1,1,0.185844868924083,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"aromatase-er-antagonist-p1_luc",1,0.119417700154058,1,0.527256624027901,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"aromatase-er-antagonist-p1_via",0.0237372436669834,1,1,0.0987772061990873,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"aromatase-er-aromatase-p1_luc",1,0.187499092277016,1,0.308838679390918,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"aromatase-er-aromatase-p1_via",0.0591763394205942,1,1,0.35259888833323,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"elg1-luc-agonist-p1_luc",0.202807031690659,1,1,1,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"elg1-luc-agonist-p1_via",0.281862383210467,1,0.259172848501034,1,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"er-luc-bg1-4e2-agonist-p1_luc",0.202978095141382,1,1,0.0572358151767304,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"er-luc-bg1-4e2-agonist-p1_via",0.0576743208058164,1,1,0.0852889760137339,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"er-luc-bg1-4e2-antagonist-p1_luc",0.887389746174337,1,0.887389746174337,1,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"er-luc-bg1-4e2-antagonist-p1_via",0.242658230725134,1,1,0.19859661233938,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"hse-bla-p1_ch1",1,1,1,1,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"hse-bla-p1_ch2",0.694968064156136,0.84948466406999,0.84948466406999,0.183220851956077,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"hse-bla-p1_ratio",1,0.917723988443973,1,0.917723988443973,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"hse-bla-p1_via",1,1,1,1,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"mmp-p1_ch1",0.0422474688622391,1,1,0.0422474688622391,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"mmp-p1_ch2",0.437552647565568,0.961536868468293,0.961536868468293,0.00863142338122623,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"mmp-p1_ratio",1,0.412919083323929,1,0.151978491516055,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"mmp-p1_via",1,1,1,0.0919660976714641,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"p53-bla-p1_ch1",1,0.0660171324612289,1,0.585427834945307,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"p53-bla-p1_ch2",1,0.0510307696965118,1,0.734824618554164,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"p53-bla-p1_ratio",1,1,1,1,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"p53-bla-p1_via",1,1,1,1,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"pparg-bla-agonist-p1_ch1",1,0.593211715840696,1,0.0665381960511222,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"pparg-bla-agonist-p1_ch2",0.0730094569921126,1,1,0.0546717085805155,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"pparg-bla-agonist-p1_ratio",0.0334751931902644,1,1,1,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"pparg-bla-agonist-p1_via",0.994613571866946,0.994613571866946,0.994613571866946,0.994613571866946,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"pparg-bla-antagonist-p1_ch1",1,0.238235340627769,1,0.239631781784092,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"pparg-bla-antagonist-p1_ch2",0.222303972110683,1,1,0.561502261803153,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"pparg-bla-antagonist-p1_ratio",0.0373229100511739,1,1,1,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"pparg-bla-antagonist-p1_via",0.700053728106458,1,1,0.328649909714412,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"rt-viability-hek293-flor-p1_0h",0.989900703059573,1,1,0.929382795808115,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"rt-viability-hek293-flor-p1_16h",1,0.882385992012192,1,0.87682264906838,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"rt-viability-hek293-flor-p1_24h",1,0.951232680011436,1,0.198343024285801,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"rt-viability-hek293-flor-p1_32h",0.835553582478857,0.835553582478857,0.835553582478857,0.062993728011705,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"rt-viability-hek293-flor-p1_40h",0.873042424866559,0.634006948317359,0.873042424866559,0.0445416597795067,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"rt-viability-hek293-flor-p1_8h",1,0.704937319253165,1,0.166847406183417,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"rt-viability-hek293-glo-p1_0h",1,1,1,1,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"rt-viability-hek293-glo-p1_16h",0.48876510056461,1,1,0.0280865975913462,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"rt-viability-hek293-glo-p1_24h",0.561614053522492,0.953053085034673,0.953053085034673,0.0431963822084498,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"rt-viability-hek293-glo-p1_32h",0.495018662121206,0.985324580303728,0.985324580303728,0.0315297444440736,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"rt-viability-hek293-glo-p1_40h",0.412076472663119,1,1,0.0281823599804852,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"rt-viability-hek293-glo-p1_8h",0.328154797704102,1,1,0.0431506750832428,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"rt-viability-hepg2-flor-p1_0h",1,1,1,1,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"rt-viability-hepg2-flor-p1_16h",1,1,1,0.319240880211532,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"rt-viability-hepg2-flor-p1_24h",1,1,1,0.77725524042761,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"rt-viability-hepg2-flor-p1_32h",1,1,1,1,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"rt-viability-hepg2-flor-p1_40h",1,1,1,1,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"rt-viability-hepg2-flor-p1_8h",1,1,1,0.669960646017337,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"rt-viability-hepg2-glo-p1_0h",1,0.141710174662882,1,0.342523972389543,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"rt-viability-hepg2-glo-p1_16h",0.0467831107239343,1,1,0.00742271450366665,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"rt-viability-hepg2-glo-p1_24h",0.157357807918889,1,1,0.00016885931127935,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"rt-viability-hepg2-glo-p1_32h",0.361247280420284,1,1,0.0575759863040816,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"rt-viability-hepg2-glo-p1_40h",0.38540433106837,1,1,0.128925556592727,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"rt-viability-hepg2-glo-p1_8h",0.0482796137041785,1,1,0.00520568369084867,"NCGC00372685-01","Olive oil","Olive oil","oil","Sam's Club","L1444RH1000","mg/ml",10
"ahr-p1_luc",0.00320003206153247,1,0.00814343601948968,1,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"ahr-p1_via",0.941790951199793,0.941790951199793,0.941790951199793,0.0368691629875195,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"ar-mda-kb2-luc-agonist-p1_luc",0.32842979979863,1,1,0.773649085595848,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"ar-mda-kb2-luc-agonist-p1_via",0.00118173634690883,1,1,0.124385815158196,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"ar-mda-kb2-luc-antagonist-p1_luc",0.0709803962215184,1,0.114686282741259,1,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"ar-mda-kb2-luc-antagonist-p1_via",0.0514512292488615,1,1,0.306207797631659,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"are-bla-p1_ch1",0.84984449545427,0.84984449545427,0.84984449545427,0.00537476237670676,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"are-bla-p1_ch2",0.00436397903884773,1,1,0.0786973487047918,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"are-bla-p1_ratio",0.03123188463749,1,0.0139503563187951,1,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"are-bla-p1_via",0.753744664351727,1,1,1,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"aromatase-er-agonist-p1_luc",0.000437706203331334,1,0.00417755966334307,1,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"aromatase-er-agonist-p1_via",0,1,1,0.162797636357978,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"aromatase-er-antagonist-p1_luc",0.00282125801464106,1,0.00326183638431331,1,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"aromatase-er-antagonist-p1_via",0.0212600742870551,1,0.0661307338930753,1,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"aromatase-er-aromatase-p1_luc",0.0138535398479603,1,0.0162729969933161,1,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"aromatase-er-aromatase-p1_via",0,0.806,0.77346114954677,0.606402806660618,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"elg1-luc-agonist-p1_luc",0.0268364419148569,1,0.00747408769623996,1,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"elg1-luc-agonist-p1_via",0.00108623678589499,1,1,0.377207622820923,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"er-luc-bg1-4e2-agonist-p1_luc",0.0371262468623396,1,0.426971680869214,1,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"er-luc-bg1-4e2-agonist-p1_via",0.0214407708001141,1,1,0.59831472373945,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"er-luc-bg1-4e2-antagonist-p1_luc",0.0181065269303563,1,0.0228052721590932,1,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"er-luc-bg1-4e2-antagonist-p1_via",0.0138347226468018,1,1,0.336845561669502,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"hse-bla-p1_ch1",1,1,1,1,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"hse-bla-p1_ch2",0.811158995381867,0.811158995381867,0.811158995381867,0.432713454193135,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"hse-bla-p1_ratio",1,1,1,0.844799733688942,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"hse-bla-p1_via",0.781781176965807,1,1,0.31456953265182,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"mmp-p1_ch1",0.0288488542478891,1,1,0.0288907525867512,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"mmp-p1_ch2",0.81066202681794,0.744881503448207,0.81066202681794,0.0215974921984911,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"mmp-p1_ratio",1,0.0456433827292474,1,0.0460293443292014,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"mmp-p1_via",1,1,1,0.42816254391353,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"p53-bla-p1_ch1",1,0.451432969492993,0.61177692304142,1,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"p53-bla-p1_ch2",1,1,1,1,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"p53-bla-p1_ratio",0.972863210450718,0.972863210450718,0.972863210450718,0.972863210450718,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"p53-bla-p1_via",1,0.0683081652400951,1,0.049958710755943,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"pparg-bla-agonist-p1_ch1",1,1,0.392411834752544,1,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"pparg-bla-agonist-p1_ch2",0.00563196146783471,0.827179930040592,0.528462999526404,0.825956898872566,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"pparg-bla-agonist-p1_ratio",0.0593430751779154,1,1,1,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"pparg-bla-agonist-p1_via",0.934184063792108,0.972018783599122,0.972018783599122,0.318629920573246,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"pparg-bla-antagonist-p1_ch1",1,1,0.348141808349796,1,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"pparg-bla-antagonist-p1_ch2",0.860047820114974,0.765091812326977,0.860047820114974,0.0361187518046563,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"pparg-bla-antagonist-p1_ratio",1,0.528992900895112,1,0.00566216464336213,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"pparg-bla-antagonist-p1_via",0.617745665410113,1,1,0.139680880691621,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"rt-viability-hek293-flor-p1_0h",0.0721031414119045,1,1,0.374505025049563,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"rt-viability-hek293-flor-p1_16h",1,1,1,0.606522077258714,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"rt-viability-hek293-flor-p1_24h",1,0.520188706260274,1,0.438498481172494,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"rt-viability-hek293-flor-p1_32h",1,0.638069915446952,1,0.312674198647659,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"rt-viability-hek293-flor-p1_40h",1,0.708584644562177,1,0.342486241070208,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"rt-viability-hek293-flor-p1_8h",1,1,1,1,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"rt-viability-hek293-glo-p1_0h",1,1,1,0.610780069003741,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"rt-viability-hek293-glo-p1_16h",0.779092083312187,0.779092083312187,0.781,0.0044760835453525,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"rt-viability-hek293-glo-p1_24h",0.9830269247842,0.36706053280665,0.9830269247842,0.00144553768973002,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"rt-viability-hek293-glo-p1_32h",1,0.284347406702287,1,0.0053911947305748,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"rt-viability-hek293-glo-p1_40h",1,0.182228505936388,1,0.00576553283324407,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"rt-viability-hek293-glo-p1_8h",0.584069059926744,0.815739725468592,0.815739725468592,0.00239730283940354,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"rt-viability-hepg2-flor-p1_0h",1,1,1,1,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"rt-viability-hepg2-flor-p1_16h",1,1,1,1,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"rt-viability-hepg2-flor-p1_24h",1,1,0.937241642576302,1,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"rt-viability-hepg2-flor-p1_32h",1,1,0.849320296079948,1,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"rt-viability-hepg2-flor-p1_40h",0.744104566615875,1,0.744104566615875,1,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"rt-viability-hepg2-flor-p1_8h",1,1,1,1,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"rt-viability-hepg2-glo-p1_0h",1,0.00876074228850578,1,0.00362182151366588,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"rt-viability-hepg2-glo-p1_16h",0.521109888035603,0.910670607150379,0.910670607150379,0.287090557018968,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
"rt-viability-hepg2-glo-p1_24h",0.750848597188084,0.801723026492854,0.801723026492854,0.137200376855418,"NCGC00372687-01","Kava Kava Extract (lot 082203)","Kava Kava","extract","Battelle","082203","mg/ml",10
