"Readout","increase","decrease","convex","concave","sample_id","sample_name","botanical_group","botanical_form","supplier","sample_lot","stock_form","stock_solution_mg/ml"
"rt-viability-hepg2-glo-p1_8h",1,0.218445088857225,1,0,"NCGC00372670-01","Pine Bark Extract","Pine Bark","extract","USA NutraSource, Inc.","UNPB-10520B","mg/ml",10
"ahr-p1_luc",0.0365598414532481,1,0.0359957225546024,1,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"ahr-p1_via",1,0.647595903077468,1,0.510383319388933,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"ar-mda-kb2-luc-agonist-p1_luc",1,1,1,0.624712413078718,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"ar-mda-kb2-luc-agonist-p1_via",0.810274660621652,0.810274660621652,0.810274660621652,0.0904143495341738,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"ar-mda-kb2-luc-antagonist-p1_luc",1,0.326438853214416,1,0.326438853214416,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"ar-mda-kb2-luc-antagonist-p1_via",1,1,1,0.0654057821028735,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"are-bla-p1_ch1",0.67630326687978,0.719369407119334,0.757,0,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"are-bla-p1_ch2",0.0306493479531844,1,0.0156182541097653,1,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"are-bla-p1_ratio",0.0391543719289356,1,0.00577598094330979,1,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"are-bla-p1_via",1,1,1,1,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"aromatase-er-agonist-p1_luc",0.147661518797828,1,0.149564169768747,1,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"aromatase-er-agonist-p1_via",1,0.322086604174924,1,0.0525181834053074,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"aromatase-er-antagonist-p1_luc",0.299708366989074,1,0.369088291121682,1,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"aromatase-er-antagonist-p1_via",1,0.660000514892295,1,0.0892895301874675,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"aromatase-er-aromatase-p1_luc",1,1,1,1,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"aromatase-er-aromatase-p1_via",1,0.324584516303578,1,0.0270777984792936,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"elg1-luc-agonist-p1_luc",0.200820957828744,1,0.0027049965116717,1,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"elg1-luc-agonist-p1_via",1,0.109716296277234,1,0.0998753823045316,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"er-luc-bg1-4e2-agonist-p1_luc",1,1,1,0.0980858467539972,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"er-luc-bg1-4e2-agonist-p1_via",1,0.212188840057014,1,0.1340581779372,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"er-luc-bg1-4e2-antagonist-p1_luc",1,0.331628572075421,1,0.189519734943083,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"er-luc-bg1-4e2-antagonist-p1_via",1,0.261746824000412,1,0.11599054856901,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"hse-bla-p1_ch1",0.0430445835181223,1,1,0.528161615474122,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"hse-bla-p1_ch2",0.00237457237273403,1,1,0.00122768186607914,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"hse-bla-p1_ratio",1,0.0991868159355398,1,1,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"hse-bla-p1_via",0.906166970765699,1,1,0.0659836770546331,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"mmp-p1_ch1",0.669949211082288,0.923580854198718,0.923580854198718,0.119452739340563,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"mmp-p1_ch2",1,0.00968747058547892,1,0.00310619331319913,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"mmp-p1_ratio",1,0.00557021355178923,1,0.00184986648059561,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"mmp-p1_via",1,0.191120837219766,1,0.0272350475745741,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"p53-bla-p1_ch1",0.778568330830514,1,0.758340448264918,1,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"p53-bla-p1_ch2",1,1,1,1,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"p53-bla-p1_ratio",1,0.203873872714545,1,0.49872917819336,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"p53-bla-p1_via",0.701087873258139,1,0.701087873258139,1,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"pparg-bla-agonist-p1_ch1",0.0224874668931058,1,0.0700575214941574,1,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"pparg-bla-agonist-p1_ch2",0.0163158095106716,1,1,1,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"pparg-bla-agonist-p1_ratio",0.0178710030935424,1,1,1,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"pparg-bla-agonist-p1_via",1,0.384039962065384,1,0.25589158528748,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"pparg-bla-antagonist-p1_ch1",0.319029980044632,1,0.128292188308528,1,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"pparg-bla-antagonist-p1_ch2",0.551055489219221,1,1,1,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"pparg-bla-antagonist-p1_ratio",1,1,1,0.68324606526651,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"pparg-bla-antagonist-p1_via",1,1,1,1,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"rt-viability-hek293-flor-p1_0h",1,0.155984796471828,1,0.208160801757411,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"rt-viability-hek293-flor-p1_16h",1,0,1,0.183144083102114,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"rt-viability-hek293-flor-p1_24h",1,0.0169803035779871,1,0.0178095630007781,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"rt-viability-hek293-flor-p1_32h",1,0.00982374169688497,1,0.00641746535143537,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"rt-viability-hek293-flor-p1_40h",1,0.0164029619878754,1,0.0106658838231137,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"rt-viability-hek293-flor-p1_8h",1,0.169932897351623,1,0.135126114620323,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"rt-viability-hek293-glo-p1_0h",1,0.192021706865313,1,0.205909710829732,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"rt-viability-hek293-glo-p1_16h",0.954400016612406,0.459806863670421,0.954400016612406,0.0588679002645237,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"rt-viability-hek293-glo-p1_24h",0.828851823654784,0.59993958585383,0.828851823654784,0.091330269150853,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"rt-viability-hek293-glo-p1_32h",0.782349603281087,0.62957572727584,0.782349603281087,0.0591327550334744,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"rt-viability-hek293-glo-p1_40h",0.80754661213347,0.573167792069215,0.80754661213347,0.0404255232579723,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"rt-viability-hek293-glo-p1_8h",1,0.191214890559331,1,0.0161654691312784,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"rt-viability-hepg2-flor-p1_0h",1,0.748753697196528,1,0.123494576108861,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"rt-viability-hepg2-flor-p1_16h",0.912573591529804,0.77251112467462,0.912573591529804,0.0296944767751894,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"rt-viability-hepg2-flor-p1_24h",0.960519731549512,0.677739029936262,0.960519731549512,0.0101274270034097,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"rt-viability-hepg2-flor-p1_32h",0.855992119698239,0.51284832005794,0.855992119698239,0.118764011180203,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"rt-viability-hepg2-flor-p1_40h",0.837664009275096,0.837664009275096,0.837664009275096,0.532251836345925,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"rt-viability-hepg2-flor-p1_8h",1,1,1,0.132119788747343,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"rt-viability-hepg2-glo-p1_0h",1,0.0280406768051169,1,0.0152752443698215,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"rt-viability-hepg2-glo-p1_16h",1,0.146556875984756,1,0.000799424318953661,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"rt-viability-hepg2-glo-p1_24h",1,0.157552008056045,1,0.00477787936357464,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"rt-viability-hepg2-glo-p1_32h",1,0.318172550227874,1,0.0142249190119762,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"rt-viability-hepg2-glo-p1_40h",0.804384776468831,0.804384776468831,0.804384776468831,0.136388625191361,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"rt-viability-hepg2-glo-p1_8h",1,0.118669458296295,1,0.00706967671403489,"NCGC00372671-01","Milk Thistle Extract (lot M-069902)","Milk Thistle","extract","Stryka Botanics Co., Inc.","M-069902","mg/ml",10
"ahr-p1_luc",0.00874793440411469,1,0.0281790823584904,1,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"ahr-p1_via",0.810039801962202,1,1,1,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"ar-mda-kb2-luc-agonist-p1_luc",0.00252109464011365,1,0.102378665234409,1,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"ar-mda-kb2-luc-agonist-p1_via",0.0229821832626983,1,1,0.0477565318310874,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"ar-mda-kb2-luc-antagonist-p1_luc",1,0.941988904346531,1,0.36910483545741,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"ar-mda-kb2-luc-antagonist-p1_via",0.0211464622845084,1,1,0.0129843976933451,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"are-bla-p1_ch1",0.737824687335648,0.637294248336638,0.757,0.0117679552271841,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"are-bla-p1_ch2",0.0204821875738949,1,0.126810897803098,1,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"are-bla-p1_ratio",0.00887664217577121,1,0.00766812274863573,1,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"are-bla-p1_via",1,1,1,1,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"aromatase-er-agonist-p1_luc",0.0124568811504551,1,0.0952077867191878,1,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"aromatase-er-agonist-p1_via",0.512321068146949,1,1,0.00806185899572544,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"aromatase-er-antagonist-p1_luc",0.279212055623873,1,1,1,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"aromatase-er-antagonist-p1_via",0.697885497805725,0.758681309101986,0.769743036207164,0.0167193925550241,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"aromatase-er-aromatase-p1_luc",1,0.936597033191375,1,0.493934577085527,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"aromatase-er-aromatase-p1_via",0.900363753920977,0.900363753920977,0.900363753920977,0.00613280599432275,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"elg1-luc-agonist-p1_luc",1,1,1,1,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"elg1-luc-agonist-p1_via",0.19819678438809,1,0.251239069469346,1,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"er-luc-bg1-4e2-agonist-p1_luc",0.549706777820346,1,1,0.148929351164121,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"er-luc-bg1-4e2-agonist-p1_via",0.323423420993434,1,1,0.317554666059396,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"er-luc-bg1-4e2-antagonist-p1_luc",0.759538019871115,1,1,0.675791496868973,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"er-luc-bg1-4e2-antagonist-p1_via",0.615394393300033,1,1,0.413008029620666,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"hse-bla-p1_ch1",0.143647352896423,1,1,0.133406931572989,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"hse-bla-p1_ch2",0.164291723403096,1,1,0.00964852976313379,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"hse-bla-p1_ratio",1,0.275106739340874,1,1,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"hse-bla-p1_via",0.892459727218927,1,1,0.260311217761633,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"mmp-p1_ch1",0.821673185937409,0.821673185937409,0.821673185937409,0.00407045995636047,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"mmp-p1_ch2",1,0.589392500780713,1,0.00238017431771009,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"mmp-p1_ratio",1,0.0076571985376281,0.220617092336732,1,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"mmp-p1_via",1,1,1,0.873744583463561,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"p53-bla-p1_ch1",1,0.234902262299268,1,0.0791750291006954,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"p53-bla-p1_ch2",1,0.176336363251004,1,0.20164246528086,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"p53-bla-p1_ratio",1,0.436862860343835,0.0808890706428011,1,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"p53-bla-p1_via",1,0.141512507374492,1,1,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"pparg-bla-agonist-p1_ch1",0.0767807766335336,1,0.308564419781665,1,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"pparg-bla-agonist-p1_ch2",0.0205554541934051,0.966224014198988,0.966224014198988,0.469581023101613,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"pparg-bla-agonist-p1_ratio",0.635395387234805,1,1,0.635395387234805,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"pparg-bla-agonist-p1_via",1,0.123605288284729,1,0.0610314658139674,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"pparg-bla-antagonist-p1_ch1",0.0964743835141005,1,0.224885685612137,1,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"pparg-bla-antagonist-p1_ch2",0.0122750948703827,1,0.230589292942075,1,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"pparg-bla-antagonist-p1_ratio",0.343677965082123,1,1,1,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"pparg-bla-antagonist-p1_via",1,0.0474182128985343,1,0.00463017285184732,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"rt-viability-hek293-flor-p1_0h",1,0.646423077315126,1,0.980430815960496,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"rt-viability-hek293-flor-p1_16h",1,0.471611356789145,1,1,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"rt-viability-hek293-flor-p1_24h",1,0.655884527405299,1,0.747734462025186,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"rt-viability-hek293-flor-p1_32h",1,0.583018718226691,1,0.777420734998754,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"rt-viability-hek293-flor-p1_40h",1,0.96122034944793,1,0.997402785322114,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"rt-viability-hek293-flor-p1_8h",1,0.324319822915245,1,0.202088129284832,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"rt-viability-hek293-glo-p1_0h",1,0.295940463369609,1,0.295940463369609,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"rt-viability-hek293-glo-p1_16h",0.955054039963408,0.533106107376744,0.955054039963408,0.0151201008501634,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"rt-viability-hek293-glo-p1_24h",0.977835160338698,0.54042295088774,0.977835160338698,0.0155850980160371,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"rt-viability-hek293-glo-p1_32h",0.888265449526013,0.663105891665952,0.888265449526013,0.0288822802671423,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"rt-viability-hek293-glo-p1_40h",0.912245952903778,0.640044950542973,0.912245952903778,0.0207559720954385,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"rt-viability-hek293-glo-p1_8h",1,0.427272231078723,1,0.0232942960136418,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"rt-viability-hepg2-flor-p1_0h",1,1,1,1,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"rt-viability-hepg2-flor-p1_16h",1,1,1,0.663611056148491,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"rt-viability-hepg2-flor-p1_24h",1,1,1,0.866278308124399,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"rt-viability-hepg2-flor-p1_32h",1,1,1,1,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"rt-viability-hepg2-flor-p1_40h",0.746862845035668,1,1,1,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"rt-viability-hepg2-flor-p1_8h",1,0.894060022504446,1,0.513038371970129,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"rt-viability-hepg2-glo-p1_0h",1,0.0121352776054328,1,0.00848162327115215,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"rt-viability-hepg2-glo-p1_16h",1,0.238956343503882,1,0.00536997969133017,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"rt-viability-hepg2-glo-p1_24h",1,0.214325184489105,1,0.0139015117552617,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"rt-viability-hepg2-glo-p1_32h",1,0.268159735666456,1,0.0665115743991895,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"rt-viability-hepg2-glo-p1_40h",1,0.452238776139902,1,0.19921656818448,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"rt-viability-hepg2-glo-p1_8h",1,0.161806201552226,1,0.0155448180417054,"NCGC00372672-01","Gum Guggul Extract (lot 07172009)","Gum Guggul","extract","Battelle","07172009","mg/ml",10
"ahr-p1_luc",0.0219885731787083,1,0.0880693510639482,1,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
"ahr-p1_via",1,0.0487592830508234,1,0.00987432523799538,"NCGC00372674-01","Quercetin (lot 049K1532)","Ginkgo Biloba","constituent","Sigma-Aldrich","049K1532","mg/ml",10
